Date,Workout Name,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2021-02-01 13:45:00,"Q&D Mix x100","Kettlebell Swing",1,40.0,10,0,0,"","",
2021-02-01 13:45:00,"Q&D Mix x100","Kettlebell Swing",2,40.0,10,0,0,,,
2021-02-01 13:45:00,"Q&D Mix x100","Chest Dip",1,0,10,0,0,"",,
2021-02-01 13:45:00,"Q&D Mix x100","Chest Dip",2,0,10,0,0,,,
2021-02-01 13:45:00,"Q&D Mix x100","Kettlebell Swing",1,40.0,5,0,0,"",,
2021-02-01 13:45:00,"Q&D Mix x100","Kettlebell Swing",2,40.0,5,0,0,,,
2021-02-01 13:45:00,"Q&D Mix x100","Kettlebell Swing",3,40.0,5,0,0,,,
2021-02-01 13:45:00,"Q&D Mix x100","Kettlebell Swing",4,40.0,5,0,0,,,
2021-02-01 13:45:00,"Q&D Mix x100","Chest Dip",1,0,5,0,0,"",,
2021-02-01 13:45:00,"Q&D Mix x100","Chest Dip",2,0,5,0,0,,,
2021-02-01 13:45:00,"Q&D Mix x100","Chest Dip",3,0,5,0,0,,,
2021-02-01 13:45:00,"Q&D Mix x100","Chest Dip",4,0,5,0,0,,,
2021-02-01 13:45:00,"Q&D Mix x100","Kettlebell Swing",1,40.0,10,0,0,"",,
2021-02-01 13:45:00,"Q&D Mix x100","Kettlebell Swing",2,40.0,10,0,0,,,
2021-02-01 13:45:00,"Q&D Mix x100","Chest Dip",1,0,10,0,0,"",,
2021-02-01 13:45:00,"Q&D Mix x100","Chest Dip",2,0,10,0,0,,,
2021-02-01 13:45:00,"Q&D Mix x100","Kettlebell Swing",1,40.0,5,0,0,"",,
2021-02-01 13:45:00,"Q&D Mix x100","Kettlebell Swing",2,40.0,5,0,0,,,
2021-02-01 13:45:00,"Q&D Mix x100","Kettlebell Swing",3,40.0,5,0,0,,,
2021-02-01 13:45:00,"Q&D Mix x100","Kettlebell Swing",4,40.0,5,0,0,,,
2021-02-01 13:45:00,"Q&D Mix x100","Chest Dip",1,0,5,0,0,"",,
2021-02-01 13:45:00,"Q&D Mix x100","Chest Dip",2,0,5,0,0,,,
2021-02-01 13:45:00,"Q&D Mix x100","Chest Dip",3,0,5,0,0,,,
2021-02-01 13:45:00,"Q&D Mix x100","Chest Dip",4,0,5,0,0,,,
2021-02-01 13:45:00,"Q&D Mix x100","Kettlebell Swing",1,40.0,10,0,0,"",,
2021-02-01 13:45:00,"Q&D Mix x100","Kettlebell Swing",2,40.0,10,0,0,,,
2021-02-01 13:45:00,"Q&D Mix x100","Chest Dip",1,0,10,0,0,"",,
2021-02-01 13:45:00,"Q&D Mix x100","Chest Dip",2,0,10,0,0,,,
2021-02-02 13:30:00,"RPT Session 1","Deadlift (Barbell)",1,20.0,10,0,0,"Progress","",
2021-02-02 13:30:00,"RPT Session 1","Deadlift (Barbell)",2,55.0,5,0,0,,,
2021-02-02 13:30:00,"RPT Session 1","Deadlift (Barbell)",3,85.0,3,0,0,,,
2021-02-02 13:30:00,"RPT Session 1","Deadlift (Barbell)",4,120.0,1,0,0,,,
2021-02-02 13:30:00,"RPT Session 1","Deadlift (Barbell)",5,140.0,9,0,0,,,
2021-02-02 13:30:00,"RPT Session 1","Deadlift (Barbell)",6,125.0,10,0,0,,,
2021-02-02 13:30:00,"RPT Session 1","Overhead Press (Barbell)",1,20.0,10,0,0,"Progress",,
2021-02-02 13:30:00,"RPT Session 1","Overhead Press (Barbell)",2,32.5,3,0,0,,,
2021-02-02 13:30:00,"RPT Session 1","Overhead Press (Barbell)",3,55.0,10,0,0,,,
2021-02-02 13:30:00,"RPT Session 1","Overhead Press (Barbell)",4,50.0,10,0,0,,,
2021-02-02 13:30:00,"RPT Session 1","Overhead Press (Barbell)",5,45.0,10,0,0,,,
2021-02-02 13:30:00,"RPT Session 1","Bicep Curl (Barbell)",1,45.0,8,0,0,"",,
2021-02-02 13:30:00,"RPT Session 1","Bicep Curl (Barbell)",2,40.0,10,0,0,,,
2021-02-02 13:30:00,"RPT Session 1","Skullcrusher (Barbell)",1,47.5,8,0,0,"",,
2021-02-02 13:30:00,"RPT Session 1","Skullcrusher (Barbell)",2,42.5,10,0,0,,,
2021-02-03 13:44:54,"Q&D Mix x80","Kettlebell Swing",1,40.0,10,0,0,"","",
2021-02-03 13:44:54,"Q&D Mix x80","Kettlebell Swing",2,40.0,10,0,0,,,
2021-02-03 13:44:54,"Q&D Mix x80","Chest Dip",1,0,10,0,0,"",,
2021-02-03 13:44:54,"Q&D Mix x80","Chest Dip",2,0,10,0,0,,,
2021-02-03 13:44:54,"Q&D Mix x80","Kettlebell Swing",1,40.0,5,0,0,"",,
2021-02-03 13:44:54,"Q&D Mix x80","Kettlebell Swing",2,40.0,5,0,0,,,
2021-02-03 13:44:54,"Q&D Mix x80","Kettlebell Swing",3,40.0,5,0,0,,,
2021-02-03 13:44:54,"Q&D Mix x80","Kettlebell Swing",4,40.0,5,0,0,,,
2021-02-03 13:44:54,"Q&D Mix x80","Chest Dip",1,0,5,0,0,"",,
2021-02-03 13:44:54,"Q&D Mix x80","Chest Dip",2,0,5,0,0,,,
2021-02-03 13:44:54,"Q&D Mix x80","Chest Dip",3,0,5,0,0,,,
2021-02-03 13:44:54,"Q&D Mix x80","Chest Dip",4,0,5,0,0,,,
2021-02-03 13:44:54,"Q&D Mix x80","Kettlebell Swing",1,40.0,10,0,0,"",,
2021-02-03 13:44:54,"Q&D Mix x80","Kettlebell Swing",2,40.0,10,0,0,,,
2021-02-03 13:44:54,"Q&D Mix x80","Chest Dip",1,0,10,0,0,"",,
2021-02-03 13:44:54,"Q&D Mix x80","Chest Dip",2,0,10,0,0,,,
2021-02-03 13:44:54,"Q&D Mix x80","Kettlebell Swing",1,40.0,5,0,0,"",,
2021-02-03 13:44:54,"Q&D Mix x80","Kettlebell Swing",2,40.0,5,0,0,,,
2021-02-03 13:44:54,"Q&D Mix x80","Kettlebell Swing",3,40.0,5,0,0,,,
2021-02-03 13:44:54,"Q&D Mix x80","Kettlebell Swing",4,40.0,5,0,0,,,
2021-02-03 13:44:54,"Q&D Mix x80","Chest Dip",1,0,5,0,0,"",,
2021-02-03 13:44:54,"Q&D Mix x80","Chest Dip",2,0,5,0,0,,,
2021-02-03 13:44:54,"Q&D Mix x80","Chest Dip",3,0,5,0,0,,,
2021-02-03 13:44:54,"Q&D Mix x80","Chest Dip",4,0,5,0,0,,,
2021-02-05 13:38:43,"RPT Session 2","Bench Press (Barbell)",1,20.0,10,0,0,"","",
2021-02-05 13:38:43,"RPT Session 2","Bench Press (Barbell)",2,35.0,5,0,0,,,
2021-02-05 13:38:43,"RPT Session 2","Bench Press (Barbell)",3,50.0,3,0,0,,,
2021-02-05 13:38:43,"RPT Session 2","Bench Press (Barbell)",4,72.5,1,0,0,,,
2021-02-05 13:38:43,"RPT Session 2","Bench Press (Barbell)",5,85.0,11,0,0,,,
2021-02-05 13:38:43,"RPT Session 2","Bench Press (Barbell)",6,80.0,11,0,0,,,
2021-02-05 13:38:43,"RPT Session 2","Bench Press (Barbell)",7,75.0,12,0,0,,,
2021-02-05 13:38:43,"RPT Session 2","Pendlay Row (Barbell)",1,42.5,3,0,0,"",,
2021-02-05 13:38:43,"RPT Session 2","Pendlay Row (Barbell)",2,60.0,1,0,0,,,
2021-02-05 13:38:43,"RPT Session 2","Pendlay Row (Barbell)",3,70.0,11,0,0,,,
2021-02-05 13:38:43,"RPT Session 2","Pendlay Row (Barbell)",4,67.5,12,0,0,,,
2021-02-05 13:38:43,"RPT Session 2","Pendlay Row (Barbell)",5,65.0,12,0,0,,,
2021-02-05 13:38:43,"RPT Session 2","Hip Thrust (Barbell)",1,47.5,3,0,0,"",,
2021-02-05 13:38:43,"RPT Session 2","Hip Thrust (Barbell)",2,67.5,1,0,0,,,
2021-02-05 13:38:43,"RPT Session 2","Hip Thrust (Barbell)",3,80.0,16,0,0,,,
2021-02-05 13:38:43,"RPT Session 2","Hip Thrust (Barbell)",4,72.5,16,0,0,,,
2021-02-05 13:38:43,"RPT Session 2","Standing Calf Raise (Dumbbell)",1,60.0,15,0,0,"",,
2021-02-05 13:38:43,"RPT Session 2","Standing Calf Raise (Dumbbell)",2,55.0,15,0,0,,,
2021-02-06 13:25:58,"Q&D 4x5 x40","Kettlebell Swing",1,40.0,5,0,0,"","",
2021-02-06 13:25:58,"Q&D 4x5 x40","Kettlebell Swing",2,40.0,5,0,0,,,
2021-02-06 13:25:58,"Q&D 4x5 x40","Kettlebell Swing",3,40.0,5,0,0,,,
2021-02-06 13:25:58,"Q&D 4x5 x40","Kettlebell Swing",4,40.0,5,0,0,,,
2021-02-06 13:25:58,"Q&D 4x5 x40","Chest Dip",1,0,5,0,0,"",,
2021-02-06 13:25:58,"Q&D 4x5 x40","Chest Dip",2,0,5,0,0,,,
2021-02-06 13:25:58,"Q&D 4x5 x40","Chest Dip",3,0,5,0,0,,,
2021-02-06 13:25:58,"Q&D 4x5 x40","Chest Dip",4,0,5,0,0,,,
2021-02-06 13:25:58,"Q&D 4x5 x40","Kettlebell Swing",1,40.0,5,0,0,"",,
2021-02-06 13:25:58,"Q&D 4x5 x40","Kettlebell Swing",2,40.0,5,0,0,,,
2021-02-06 13:25:58,"Q&D 4x5 x40","Kettlebell Swing",3,40.0,5,0,0,,,
2021-02-06 13:25:58,"Q&D 4x5 x40","Kettlebell Swing",4,40.0,5,0,0,,,
2021-02-06 13:25:58,"Q&D 4x5 x40","Chest Dip",1,0,5,0,0,"",,
2021-02-06 13:25:58,"Q&D 4x5 x40","Chest Dip",2,0,5,0,0,,,
2021-02-06 13:25:58,"Q&D 4x5 x40","Chest Dip",3,0,5,0,0,,,
2021-02-06 13:25:58,"Q&D 4x5 x40","Chest Dip",4,0,5,0,0,,,
2021-02-07 13:38:02,"RPT Session 3","Squat (Barbell)",1,20.0,10,0,0,"","",
2021-02-07 13:38:02,"RPT Session 3","Squat (Barbell)",2,45.0,5,0,0,,,
2021-02-07 13:38:02,"RPT Session 3","Squat (Barbell)",3,65.0,3,0,0,,,
2021-02-07 13:38:02,"RPT Session 3","Squat (Barbell)",4,92.5,1,0,0,,,
2021-02-07 13:38:02,"RPT Session 3","Squat (Barbell)",5,110.0,11,0,0,,,
2021-02-07 13:38:02,"RPT Session 3","Squat (Barbell)",6,100.0,11,0,0,,,
2021-02-07 13:38:02,"RPT Session 3","Squat (Barbell)",7,90.0,11,0,0,,,
2021-02-07 13:38:02,"RPT Session 3","Standing Calf Raise (Dumbbell)",1,65.0,15,0,0,"",,
2021-02-07 13:38:02,"RPT Session 3","Standing Calf Raise (Dumbbell)",2,57.5,15,0,0,,,
2021-02-07 13:38:02,"RPT Session 3","Bicep Curl (Barbell)",1,45.0,9,0,0,"",,
2021-02-07 13:38:02,"RPT Session 3","Bicep Curl (Barbell)",2,40.0,11,0,0,,,
2021-02-07 13:38:02,"RPT Session 3","Skullcrusher (Barbell)",1,47.5,9,0,0,"",,
2021-02-07 13:38:02,"RPT Session 3","Skullcrusher (Barbell)",2,42.5,11,0,0,,,
2021-02-09 14:27:33,"RPT Session 1","Deadlift (Barbell)",1,20.0,10,0,0,"","",
2021-02-09 14:27:33,"RPT Session 1","Deadlift (Barbell)",2,57.5,5,0,0,,,
2021-02-09 14:27:33,"RPT Session 1","Deadlift (Barbell)",3,87.5,3,0,0,,,
2021-02-09 14:27:33,"RPT Session 1","Deadlift (Barbell)",4,122.5,1,0,0,,,
2021-02-09 14:27:33,"RPT Session 1","Deadlift (Barbell)",5,145.0,9,0,0,,,
2021-02-09 14:27:33,"RPT Session 1","Deadlift (Barbell)",6,130.0,11,0,0,,,
2021-02-09 14:27:33,"RPT Session 1","Overhead Press (Barbell)",1,20.0,10,0,0,"",,
2021-02-09 14:27:33,"RPT Session 1","Overhead Press (Barbell)",2,35.0,5,0,0,,,
2021-02-09 14:27:33,"RPT Session 1","Overhead Press (Barbell)",3,57.5,10,0,0,,,
2021-02-09 14:27:33,"RPT Session 1","Overhead Press (Barbell)",4,52.5,9,0,0,,,
2021-02-09 14:27:33,"RPT Session 1","Overhead Press (Barbell)",5,47.5,10,0,0,,,
2021-02-09 14:27:33,"RPT Session 1","Bicep Curl (Barbell)",1,45.0,10,0,0,"",,
2021-02-09 14:27:33,"RPT Session 1","Bicep Curl (Barbell)",2,40.0,11,0,0,,,
2021-02-09 14:27:33,"RPT Session 1","Skullcrusher (Barbell)",1,47.5,10,0,0,"",,
2021-02-09 14:27:33,"RPT Session 1","Skullcrusher (Barbell)",2,42.5,11,0,0,,,
2021-02-10 13:38:47,"Q&D 4x5 x40","Kettlebell Swing",1,40.0,5,0,0,"","",
2021-02-10 13:38:47,"Q&D 4x5 x40","Kettlebell Swing",2,40.0,5,0,0,,,
2021-02-10 13:38:47,"Q&D 4x5 x40","Kettlebell Swing",3,40.0,5,0,0,,,
2021-02-10 13:38:47,"Q&D 4x5 x40","Kettlebell Swing",4,40.0,5,0,0,,,
2021-02-10 13:38:47,"Q&D 4x5 x40","Chest Dip",1,0,5,0,0,"",,
2021-02-10 13:38:47,"Q&D 4x5 x40","Chest Dip",2,0,5,0,0,,,
2021-02-10 13:38:47,"Q&D 4x5 x40","Chest Dip",3,0,5,0,0,,,
2021-02-10 13:38:47,"Q&D 4x5 x40","Chest Dip",4,0,5,0,0,,,
2021-02-10 13:38:47,"Q&D 4x5 x40","Kettlebell Swing",1,40.0,5,0,0,"",,
2021-02-10 13:38:47,"Q&D 4x5 x40","Kettlebell Swing",2,40.0,5,0,0,,,
2021-02-10 13:38:47,"Q&D 4x5 x40","Kettlebell Swing",3,40.0,5,0,0,,,
2021-02-10 13:38:47,"Q&D 4x5 x40","Kettlebell Swing",4,40.0,5,0,0,,,
2021-02-10 13:38:47,"Q&D 4x5 x40","Chest Dip",1,0,5,0,0,"",,
2021-02-10 13:38:47,"Q&D 4x5 x40","Chest Dip",2,0,5,0,0,,,
2021-02-10 13:38:47,"Q&D 4x5 x40","Chest Dip",3,0,5,0,0,,,
2021-02-10 13:38:47,"Q&D 4x5 x40","Chest Dip",4,0,5,0,0,,,
2021-02-11 13:04:14,"RPT Session 2","Bench Press (Barbell)",1,20.0,10,0,0,"","",
2021-02-11 13:04:14,"RPT Session 2","Bench Press (Barbell)",2,35.0,5,0,0,,,
2021-02-11 13:04:14,"RPT Session 2","Bench Press (Barbell)",3,52.5,3,0,0,,,
2021-02-11 13:04:14,"RPT Session 2","Bench Press (Barbell)",4,75.0,1,0,0,,,
2021-02-11 13:04:14,"RPT Session 2","Bench Press (Barbell)",5,87.5,12,0,0,,,
2021-02-11 13:04:14,"RPT Session 2","Bench Press (Barbell)",6,82.5,12,0,0,,,
2021-02-11 13:04:14,"RPT Session 2","Bench Press (Barbell)",7,77.5,12,0,0,,,
2021-02-11 13:04:14,"RPT Session 2","Pendlay Row (Barbell)",1,60.0,1,0,0,"",,
2021-02-11 13:04:14,"RPT Session 2","Pendlay Row (Barbell)",2,72.5,12,0,0,,,
2021-02-11 13:04:14,"RPT Session 2","Pendlay Row (Barbell)",3,70.0,13,0,0,,,
2021-02-11 13:04:14,"RPT Session 2","Pendlay Row (Barbell)",4,67.5,13,0,0,,,
2021-02-11 13:04:14,"RPT Session 2","Hip Thrust (Barbell)",1,60.0,3,0,0,"",,
2021-02-11 13:04:14,"RPT Session 2","Hip Thrust (Barbell)",2,85.0,15,0,0,,,
2021-02-11 13:04:14,"RPT Session 2","Hip Thrust (Barbell)",3,77.5,16,0,0,,,
2021-02-11 13:04:14,"RPT Session 2","Hip Thrust (Barbell)",4,70.0,17,0,0,,,
2021-02-12 13:26:54,"Q&D 2x10 x100","Kettlebell Swing",1,40.0,10,0,0,"","",
2021-02-12 13:26:54,"Q&D 2x10 x100","Kettlebell Swing",2,40.0,10,0,0,,,
2021-02-12 13:26:54,"Q&D 2x10 x100","Chest Dip",1,0,10,0,0,"",,
2021-02-12 13:26:54,"Q&D 2x10 x100","Chest Dip",2,0,10,0,0,,,
2021-02-12 13:26:54,"Q&D 2x10 x100","Kettlebell Swing",1,40.0,10,0,0,"",,
2021-02-12 13:26:54,"Q&D 2x10 x100","Kettlebell Swing",2,40.0,10,0,0,,,
2021-02-12 13:26:54,"Q&D 2x10 x100","Chest Dip",1,0,10,0,0,"",,
2021-02-12 13:26:54,"Q&D 2x10 x100","Chest Dip",2,0,10,0,0,,,
2021-02-12 13:26:54,"Q&D 2x10 x100","Kettlebell Swing",1,40.0,10,0,0,"",,
2021-02-12 13:26:54,"Q&D 2x10 x100","Kettlebell Swing",2,40.0,10,0,0,,,
2021-02-12 13:26:54,"Q&D 2x10 x100","Chest Dip",1,0,10,0,0,"",,
2021-02-12 13:26:54,"Q&D 2x10 x100","Chest Dip",2,0,10,0,0,,,
2021-02-12 13:26:54,"Q&D 2x10 x100","Kettlebell Swing",1,40.0,10,0,0,"",,
2021-02-12 13:26:54,"Q&D 2x10 x100","Kettlebell Swing",2,40.0,10,0,0,,,
2021-02-12 13:26:54,"Q&D 2x10 x100","Chest Dip",1,0,10,0,0,"",,
2021-02-12 13:26:54,"Q&D 2x10 x100","Chest Dip",2,0,10,0,0,,,
2021-02-12 13:26:54,"Q&D 2x10 x100","Kettlebell Swing",1,40.0,10,0,0,"",,
2021-02-12 13:26:54,"Q&D 2x10 x100","Kettlebell Swing",2,40.0,10,0,0,,,
2021-02-12 13:26:54,"Q&D 2x10 x100","Chest Dip",1,0,10,0,0,"",,
2021-02-12 13:26:54,"Q&D 2x10 x100","Chest Dip",2,0,10,0,0,,,
2021-02-13 14:23:26,"RPT Session 3","Squat (Barbell)",1,20.0,10,0,0,"","",
2021-02-13 14:23:26,"RPT Session 3","Squat (Barbell)",2,45.0,5,0,0,,,
2021-02-13 14:23:26,"RPT Session 3","Squat (Barbell)",3,70.0,3,0,0,,,
2021-02-13 14:23:26,"RPT Session 3","Squat (Barbell)",4,97.5,1,0,0,,,
2021-02-13 14:23:26,"RPT Session 3","Squat (Barbell)",5,115.0,11,0,0,,,
2021-02-13 14:23:26,"RPT Session 3","Squat (Barbell)",6,102.5,12,0,0,,,
2021-02-13 14:23:26,"RPT Session 3","Squat (Barbell)",7,92.5,13,0,0,,,
2021-02-13 14:23:26,"RPT Session 3","Standing Calf Raise (Dumbbell)",1,72.0,12,0,0,"",,
2021-02-13 14:23:26,"RPT Session 3","Standing Calf Raise (Dumbbell)",2,64.0,13,0,0,,,
2021-02-13 14:23:26,"RPT Session 3","Bicep Curl (Barbell)",1,47.5,7,0,0,"",,
2021-02-13 14:23:26,"RPT Session 3","Bicep Curl (Barbell)",2,42.5,10,0,0,,,
2021-02-13 14:23:26,"RPT Session 3","Skullcrusher (Barbell)",1,50.0,7,0,0,"",,
2021-02-13 14:23:26,"RPT Session 3","Skullcrusher (Barbell)",2,45.0,10,0,0,,,
2021-02-15 13:44:10,"Q&D 4x5 x60","Kettlebell Swing",1,40.0,5,0,0,"","",
2021-02-15 13:44:10,"Q&D 4x5 x60","Kettlebell Swing",2,40.0,5,0,0,,,
2021-02-15 13:44:10,"Q&D 4x5 x60","Kettlebell Swing",3,40.0,5,0,0,,,
2021-02-15 13:44:10,"Q&D 4x5 x60","Kettlebell Swing",4,40.0,5,0,0,,,
2021-02-15 13:44:10,"Q&D 4x5 x60","Chest Dip",1,0,5,0,0,"",,
2021-02-15 13:44:10,"Q&D 4x5 x60","Chest Dip",2,0,5,0,0,,,
2021-02-15 13:44:10,"Q&D 4x5 x60","Chest Dip",3,0,5,0,0,,,
2021-02-15 13:44:10,"Q&D 4x5 x60","Chest Dip",4,0,5,0,0,,,
2021-02-15 13:44:10,"Q&D 4x5 x60","Kettlebell Swing",1,40.0,5,0,0,"",,
2021-02-15 13:44:10,"Q&D 4x5 x60","Kettlebell Swing",2,40.0,5,0,0,,,
2021-02-15 13:44:10,"Q&D 4x5 x60","Kettlebell Swing",3,40.0,5,0,0,,,
2021-02-15 13:44:10,"Q&D 4x5 x60","Kettlebell Swing",4,40.0,5,0,0,,,
2021-02-15 13:44:10,"Q&D 4x5 x60","Chest Dip",1,0,5,0,0,"",,
2021-02-15 13:44:10,"Q&D 4x5 x60","Chest Dip",2,0,5,0,0,,,
2021-02-15 13:44:10,"Q&D 4x5 x60","Chest Dip",3,0,5,0,0,,,
2021-02-15 13:44:10,"Q&D 4x5 x60","Chest Dip",4,0,5,0,0,,,
2021-02-15 13:44:10,"Q&D 4x5 x60","Kettlebell Swing",1,40.0,5,0,0,"",,
2021-02-15 13:44:10,"Q&D 4x5 x60","Kettlebell Swing",2,40.0,5,0,0,,,
2021-02-15 13:44:10,"Q&D 4x5 x60","Kettlebell Swing",3,40.0,5,0,0,,,
2021-02-15 13:44:10,"Q&D 4x5 x60","Kettlebell Swing",4,40.0,5,0,0,,,
2021-02-15 13:44:10,"Q&D 4x5 x60","Chest Dip",1,0,5,0,0,"",,
2021-02-15 13:44:10,"Q&D 4x5 x60","Chest Dip",2,0,5,0,0,,,
2021-02-15 13:44:10,"Q&D 4x5 x60","Chest Dip",3,0,5,0,0,,,
2021-02-15 13:44:10,"Q&D 4x5 x60","Chest Dip",4,0,5,0,0,,,
2021-02-16 13:39:48,"RPT Session 1","Deadlift (Barbell)",1,20.0,10,0,0,"","",
2021-02-16 13:39:48,"RPT Session 1","Deadlift (Barbell)",2,60.0,5,0,0,,,
2021-02-16 13:39:48,"RPT Session 1","Deadlift (Barbell)",3,90.0,3,0,0,,,
2021-02-16 13:39:48,"RPT Session 1","Deadlift (Barbell)",4,127.5,1,0,0,,,
2021-02-16 13:39:48,"RPT Session 1","Deadlift (Barbell)",5,150.0,9,0,0,,,
2021-02-16 13:39:48,"RPT Session 1","Deadlift (Barbell)",6,135.0,10,0,0,,,
2021-02-16 13:39:48,"RPT Session 1","Overhead Press (Barbell)",1,20.0,10,0,0,"",,
2021-02-16 13:39:48,"RPT Session 1","Overhead Press (Barbell)",2,40.0,5,0,0,,,
2021-02-16 13:39:48,"RPT Session 1","Overhead Press (Barbell)",3,60.0,8,0,0,,,
2021-02-16 13:39:48,"RPT Session 1","Overhead Press (Barbell)",4,55.0,8,0,0,,,
2021-02-16 13:39:48,"RPT Session 1","Overhead Press (Barbell)",5,50.0,8,0,0,,,
2021-02-16 13:39:48,"RPT Session 1","Bicep Curl (Barbell)",1,47.5,7,0,0,"",,
2021-02-16 13:39:48,"RPT Session 1","Bicep Curl (Barbell)",2,42.5,11,0,0,,,
2021-02-16 13:39:48,"RPT Session 1","Skullcrusher (Barbell)",1,50.0,8,0,0,"",,
2021-02-16 13:39:48,"RPT Session 1","Skullcrusher (Barbell)",2,45.0,12,0,0,,,
2021-02-17 13:44:56,"Q&D 2x10 x80","Kettlebell Swing",1,40.0,10,0,0,"","",
2021-02-17 13:44:56,"Q&D 2x10 x80","Kettlebell Swing",2,40.0,10,0,0,,,
2021-02-17 13:44:56,"Q&D 2x10 x80","Chest Dip",1,0,10,0,0,"",,
2021-02-17 13:44:56,"Q&D 2x10 x80","Chest Dip",2,0,10,0,0,,,
2021-02-17 13:44:56,"Q&D 2x10 x80","Kettlebell Swing",1,40.0,10,0,0,"",,
2021-02-17 13:44:56,"Q&D 2x10 x80","Kettlebell Swing",2,40.0,10,0,0,,,
2021-02-17 13:44:56,"Q&D 2x10 x80","Chest Dip",1,0,10,0,0,"",,
2021-02-17 13:44:56,"Q&D 2x10 x80","Chest Dip",2,0,10,0,0,,,
2021-02-17 13:44:56,"Q&D 2x10 x80","Kettlebell Swing",1,40.0,10,0,0,"",,
2021-02-17 13:44:56,"Q&D 2x10 x80","Kettlebell Swing",2,40.0,10,0,0,,,
2021-02-17 13:44:56,"Q&D 2x10 x80","Chest Dip",1,0,10,0,0,"",,
2021-02-17 13:44:56,"Q&D 2x10 x80","Chest Dip",2,0,10,0,0,,,
2021-02-17 13:44:56,"Q&D 2x10 x80","Kettlebell Swing",1,40.0,10,0,0,"",,
2021-02-17 13:44:56,"Q&D 2x10 x80","Kettlebell Swing",2,40.0,10,0,0,,,
2021-02-17 13:44:56,"Q&D 2x10 x80","Chest Dip",1,0,10,0,0,"",,
2021-02-17 13:44:56,"Q&D 2x10 x80","Chest Dip",2,0,10,0,0,,,
2021-02-18 13:38:42,"RPT Session 2","Bench Press (Barbell)",1,20.0,10,0,0,"","",
2021-02-18 13:38:42,"RPT Session 2","Bench Press (Barbell)",2,40.0,5,0,0,,,
2021-02-18 13:38:42,"RPT Session 2","Bench Press (Barbell)",3,60.0,3,0,0,,,
2021-02-18 13:38:42,"RPT Session 2","Bench Press (Barbell)",4,80.0,1,0,0,,,
2021-02-18 13:38:42,"RPT Session 2","Bench Press (Barbell)",5,90.0,12,0,0,,,
2021-02-18 13:38:42,"RPT Session 2","Bench Press (Barbell)",6,85.0,10,0,0,,,
2021-02-18 13:38:42,"RPT Session 2","Bench Press (Barbell)",7,80.0,12,0,0,,,
2021-02-18 13:38:42,"RPT Session 2","Pendlay Row (Barbell)",1,60.0,1,0,0,"",,
2021-02-18 13:38:42,"RPT Session 2","Pendlay Row (Barbell)",2,75.0,12,0,0,,,
